TIPO_VENTA,DOCUMENTO,CORRELATIVO,CODIGO,RAZON_SOCIAL,TIPO_CLIENTE,SKU,ARTICULO,G_PROVEEDOR,ACCTCODEN2,N1,N11,N2,N21,N3,N31,N4,N41,COMERCIAL,ALM,CANT,U#M#,T/C,COSTO,C_TOTAL,P_UNIT,P_TRAS_DESC,V_TOTAL,UTILIDAD
Venta Stock,04 - NOTA CREDITO,F001-0001465,C000095,PINTURAS IMPERIAL CIA. LTDA.,Nacional,A001077,BYKANOL A - 20 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,-60,KG,1,"-5,763","-345,78","-10,8","-10,8",-648,"-302,22"
Venta Stock,01 - FACTURA,F001-0025498,C000109,PINTURAS UNIDAS S.A.,Nacional,A000359,NATROSOL 250 H4BR - 22.680 KG,ASHLAND,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,"2041,2",KG,1,"8,449","17246,0988","10,45","10,45","21330,54","4084,4412"
Venta Stock,01 - FACTURA,F001-0025482,C000132,SAILORPAINT S.A.,Nacional,A000142,BYK 066N - 155 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,16,KG,1,"10,576","169,216","16,4","16,4","262,4","93,184"
Venta Stock,01 - FACTURA,F001-0025482,C000132,SAILORPAINT S.A.,Nacional,A000182,DISPERBYK 108 - 190 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,40,KG,1,"5,799","231,96","10,4","10,4",416,"184,04"
Venta Stock,01 - FACTURA,F001-0025482,C000132,SAILORPAINT S.A.,Nacional,A001102,RHEOBYK 410 - 25 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,25,KG,1,"20,012","500,3","30,26","30,26","756,5","256,2"
Venta Stock,01 - FACTURA,F001-0025475,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A001225,CLAYTONE APA - 12.5 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,"12,5",KG,1,"5,154","64,425","8,95","8,95","111,875","47,45"
Venta Stock,01 - FACTURA,F001-0025475,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A000954,DCC GREEN 4407 - 25 KG,DCL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,25,KG,1,"10,489","262,225","12,9","12,9","322,5","60,275"
Venta Stock,01 - FACTURA,F001-0025475,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A000367,DCC YELLOW 1002 - 25 KG,DCL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,75,KG,1,"4,94","370,5","4,95","4,95","371,25","0,75"
Venta Stock,01 - FACTURA,F001-0025474,C000106,PINTURAS CONDOR S.A,Nacional,A000431,BYKO CHARTS TIPO 3B (2811),BYK INSTRUMENTS,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,20,UND,1,"81,369","1627,38","102,87","102,87","2057,4","430,02"
Venta Stock,01 - FACTURA,F001-0025470,C000109,PINTURAS UNIDAS S.A.,Nacional,A000477,CULMINAL 35000 P1R - 25 KG,ASHLAND,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,40,2000,KG,1,"7,054",14108,"8,55","8,55",17100,2992
Venta Stock,01 - FACTURA,F001-0025470,C000109,PINTURAS UNIDAS S.A.,Nacional,A000476,SILIPON RN 6031 - 25 KG,ASHLAND,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,40,250,KG,1,"6,457","1614,25","8,7","8,7",2175,"560,75"
Venta Stock,01 - FACTURA,F001-0025470,C000109,PINTURAS UNIDAS S.A.,Nacional,A000990,GARAMITE 1958 - 10 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,40,500,KG,1,"9,279","4639,5","11,2","11,2",5600,"960,5"
Venta Stock,01 - FACTURA,F001-0025453,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A001225,CLAYTONE APA - 12.5 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,25,KG,1,"5,154","128,85","8,95","8,95","223,75","94,9"
Venta Stock,01 - FACTURA,F001-0025452,C000579,PINTCOLOR CIA.LTDA.,Nacional,A001056,NATROSOL 250 HHBR - 22.680 KG,ASHLAND,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,"45,36",KG,1,"5,646","256,10256","7,85","7,85","356,076","99,97344"
Venta Stock,01 - FACTURA,F001-0025447,C000060,INDUALCA S.A.,Nacional,A000198,L 1653 - 20 KG,SILBERLINE,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,20,KG,1,"18,218","364,36","27,5","27,5",550,"185,64"
Venta Stock,01 - FACTURA,F001-0025446,C000280,FABRICA DE DILUYENTES Y ADHESIVOS DISTHER C.LTDA. DISTHER,Nacional,A001259,RAVEN 1010 POWDER - 10 KG,BIRLA CARBON,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,180,KG,1,"4,922","885,96","5,8","5,8",1044,"158,04"
Venta Stock,01 - FACTURA,F001-0025445,C000280,FABRICA DE DILUYENTES Y ADHESIVOS DISTHER C.LTDA. DISTHER,Nacional,A001259,RAVEN 1010 POWDER - 10 KG,BIRLA CARBON,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,100,KG,1,"4,922","492,2","5,8","5,8",580,"87,8"
Venta Stock,01 - FACTURA,F001-0025436,C000106,PINTURAS CONDOR S.A,Nacional,A000834,ETERNABRITE 651 PA - 20 KG,SILBERLINE,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,40,KG,1,"16,259","650,36","28,87","28,87","1154,8","504,44"
Venta Stock,01 - FACTURA,F001-0025432,C000106,PINTURAS CONDOR S.A,Nacional,A001491,DCC RED 7254 - 30 KG,DCL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,60,NULL,1,"29,425","1765,5","41,5","41,5",2490,"724,5"
Venta Stock,01 - FACTURA,F001-0025428,C000024,CIPEQ CIA. LTDA.,Nacional,A000516,BYK 022 - 200 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,200,KG,1,"12,871","2574,2","17,35","17,35",3470,"895,8"
Venta Stock,01 - FACTURA,F001-0025418,C000065,INDUSTRIA METAL QUIMICA GALVANO MFP CIA. LTDA.,Nacional,A001260,RAVEN L POWDER - 10 KG,BIRLA CARBON,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,20,KG,1,"4,678","93,56","5,1","5,1",102,"8,44"
Venta Stock,01 - FACTURA,F001-0025414,C000034,ECUABARNICES S.A.,Nacional,A000546,BYK 390 - 25 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,907,100,KG,1,"15,188","1518,8",17,17,1700,"181,2"
Venta Stock,01 - FACTURA,F001-0025410,C000060,INDUALCA S.A.,Nacional,A001088,CLAYTONE AF - 20 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,200,KG,1,"5,093","1018,6","5,9","5,9",1180,"161,4"
Venta Stock,01 - FACTURA,F001-0025407,C000065,INDUSTRIA METAL QUIMICA GALVANO MFP CIA. LTDA.,Nacional,A001260,RAVEN L POWDER - 10 KG,BIRLA CARBON,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,40,KG,1,"3,398","135,92","5,1","5,1",204,"68,08"
Venta Stock,01 - FACTURA,F001-0025402,C000219,PF GROUP S.A.,Nacional,A000586,BYK A501 - 25 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,50,KG,1,"12,046","602,3","17,9","17,9",895,"292,7"
Venta Stock,01 - FACTURA,F001-0025401,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A000141,BYK 066N - 20 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,20,KG,1,"12,881","257,62","18,9","18,9",378,"120,38"
Venta Stock,01 - FACTURA,F001-0025401,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A001225,CLAYTONE APA - 12.5 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,"12,5",KG,1,"5,154","64,425","8,95","8,95","111,875","47,45"
Venta Stock,01 - FACTURA,F001-0025394,C000132,SAILORPAINT S.A.,Nacional,A000367,DCC YELLOW 1002 - 25 KG,DCL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,40,250,KG,1,"4,94",1235,"4,99","4,99","1247,5","12,5"
Venta Stock,01 - FACTURA,F001-0025391,C000510,"DIAZ, ANTONIO",Nacional,A000417,IRIODIN 305 SOLAR GOLD (140646) - 25 KG,MERCK,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,2,KG,1,"37,57","75,14","53,57","53,57","107,14",32
Venta Stock,01 - FACTURA,F001-0025386,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A001088,CLAYTONE AF - 20 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,60,KG,1,"5,093","305,58","5,5","5,5",330,"24,42"
Venta Stock,01 - FACTURA,F001-0025386,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A001225,CLAYTONE APA - 12.5 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,"12,5",KG,1,"5,154","64,425","8,95","8,95","111,875","47,45"
Venta Stock,01 - FACTURA,F001-0025386,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A001229,CLAYTONE HY - 15 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,15,KG,1,"5,981","89,715","7,9","7,9","118,5","28,785"
Venta Stock,01 - FACTURA,F001-0025368,C000002,ADHEPLAST S.A.,Nacional,A000170,BYK P104-S - 25 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,25,KG,1,"12,963","324,075","18,95","18,95","473,75","149,675"
Venta Stock,01 - FACTURA,F001-0025367,C000013,APRODIN,Nacional,A000988,BYKANOL A - 155 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,310,KG,1,"6,103","1891,93","12,8","12,8",3968,"2076,07"
Venta Stock,01 - FACTURA,F001-0025365,C000255,AMBIENTALTEC CIA. LTDA,Nacional,A000359,NATROSOL 250 H4BR - 22.680 KG,ASHLAND,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,"113,4",KG,1,"8,449","958,1166","10,5","10,5","1190,7","232,5834"
Venta Stock,01 - FACTURA,F001-0023606,C000550,DUNTEL S.A.,Nacional,A000182,DISPERBYK 108 - 190 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,40,KG,1,"5,799","231,96","9,9","9,9",396,"164,04"
Venta Stock,01 - FACTURA,F001-0023601,C000132,SAILORPAINT S.A.,Nacional,A000182,DISPERBYK 108 - 190 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,60,KG,1,"5,799","347,94","10,4","10,4",624,"276,06"
Venta Stock,01 - FACTURA,F001-0023593,C000109,PINTURAS UNIDAS S.A.,Nacional,A000477,CULMINAL 35000 P1R - 25 KG,ASHLAND,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,40,1000,KG,1,"6,827",6827,"8,1","8,1",8100,1273
Venta Stock,01 - FACTURA,F001-0023593,C000109,PINTURAS UNIDAS S.A.,Nacional,A000476,SILIPON RN 6031 - 25 KG,ASHLAND,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,40,100,KG,1,"5,928","592,8","8,6","8,6",860,"267,2"
Venta Stock,01 - FACTURA,F001-0023575,C000431,SOLUCIONES INTEGRALES PARA SUPERFICIES NEOPINDEC C.A.,Nacional,A000142,BYK 066N - 155 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,20,KG,1,"10,605","212,1","16,9","16,9",338,"125,9"
Venta Stock,01 - FACTURA,F001-0023564,C000340,POLIACRILART CIA. LTDA.,Nacional,A000964,OPTIFLO M2600 VF - 200 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,60,KG,1,"3,231","193,86","4,5","4,5",270,"76,14"
Venta Stock,01 - FACTURA,F001-0023560,C000132,SAILORPAINT S.A.,Nacional,A000367,DCC YELLOW 1002 - 25 KG,DCL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,250,KG,1,"4,431","1107,75","4,84","4,84",1210,"102,25"
Venta Stock,01 - FACTURA,F001-0023529,C000095,PINTURAS IMPERIAL CIA. LTDA.,Nacional,A000146,BYK 300 - 180 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,40,KG,1,"11,413","456,52","18,94","18,94","757,6","301,08"
Venta Stock,01 - FACTURA,F001-0023529,C000095,PINTURAS IMPERIAL CIA. LTDA.,Nacional,A000169,BYK P104 - 185 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,40,KG,1,"7,891","315,64","14,2","14,2",568,"252,36"
Venta Stock,01 - FACTURA,F001-0023529,C000095,PINTURAS IMPERIAL CIA. LTDA.,Nacional,A001077,BYKANOL A - 20 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,60,KG,1,"5,763","345,78","10,8","10,8",648,"302,22"
Venta Stock,01 - FACTURA,F001-0023527,C000255,AMBIENTALTEC CIA. LTDA,Nacional,A000359,NATROSOL 250 H4BR - 22.680 KG,ASHLAND,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,"113,4",KG,1,"5,713","647,8542","9,9","9,9","1122,66","474,8058"
Venta Stock,01 - FACTURA,F001-0023524,C000280,FABRICA DE DILUYENTES Y ADHESIVOS DISTHER C.LTDA. DISTHER,Nacional,A001259,RAVEN 1010 POWDER - 10 KG,BIRLA CARBON,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,170,KG,1,"3,732","634,44","4,9","4,9",833,"198,56"
Venta Stock,01 - FACTURA,F001-0023524,C000280,FABRICA DE DILUYENTES Y ADHESIVOS DISTHER C.LTDA. DISTHER,Nacional,A000168,BYK P104 - 25 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,25,KG,1,"8,791","219,775","11,8","11,8",295,"75,225"
Venta Stock,01 - FACTURA,F001-0023524,C000280,FABRICA DE DILUYENTES Y ADHESIVOS DISTHER C.LTDA. DISTHER,Nacional,A001279,LANSCO RED 1970-A - 25 KG,DCL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,"24,6",KG,1,"18,267","449,3682",21,21,"516,6","67,2318"
Venta Stock,01 - FACTURA,F001-0023524,C000280,FABRICA DE DILUYENTES Y ADHESIVOS DISTHER C.LTDA. DISTHER,Nacional,A001279,LANSCO RED 1970-A - 25 KG,DCL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,25,KG,1,"18,267","456,675",21,21,525,"68,325"
Venta Stock,01 - FACTURA,F001-0023523,C000219,PF GROUP S.A.,Nacional,A000586,BYK A501 - 25 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,25,KG,1,"12,267","306,675","17,9","17,9","447,5","140,825"
Venta Stock,01 - FACTURA,F001-0023522,C000024,CIPEQ CIA. LTDA.,Nacional,A000758,BYK 022 - 25 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,25,KG,1,"15,736","393,4","18,99","18,99","474,75","81,35"
Venta Stock,01 - FACTURA,F001-0023522,C000024,CIPEQ CIA. LTDA.,Nacional,A001077,BYKANOL A - 20 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,20,KG,1,"5,763","115,26","11,7","11,7",234,"118,74"
Venta Stock,01 - FACTURA,F001-0023512,C000132,SAILORPAINT S.A.,Nacional,A000153,BYK 358N - 25 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,25,KG,1,"16,091","402,275","24,12","24,12",603,"200,725"
Venta Stock,01 - FACTURA,F001-0023512,C000132,SAILORPAINT S.A.,Nacional,A001102,RHEOBYK 410 - 25 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,50,KG,1,"17,829","891,45","30,26","30,26",1513,"621,55"
Venta Stock,01 - FACTURA,F001-0023503,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A001088,CLAYTONE AF - 20 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,40,KG,1,"4,021","160,84","4,47","4,47","178,8","17,96"
Venta Stock,01 - FACTURA,F001-0023503,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A000954,DCC GREEN 4407 - 25 KG,DCL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,25,KG,1,"10,49","262,25","12,3","12,3","307,5","45,25"
Venta Stock,01 - FACTURA,F001-0023503,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A001078,DCC RED 6005 -20 KG,DCL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,20,KG,1,"14,156","283,12","19,2","19,2",384,"100,88"
Venta Stock,01 - FACTURA,F001-0023503,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A001279,LANSCO RED 1970-A - 25 KG,DCL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,25,KG,1,"18,267","456,675",21,21,525,"68,325"
Venta Stock,01 - FACTURA,F001-0023493,C000034,ECUABARNICES S.A.,Nacional,A001259,RAVEN 1010 POWDER - 10 KG,BIRLA CARBON,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,80,KG,1,"3,732","298,56","5,4","5,4",432,"133,44"
Venta Stock,01 - FACTURA,F001-0023492,C000034,ECUABARNICES S.A.,Nacional,A000777,BYK 392 - 25 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,75,KG,1,"19,15","1436,25","27,5","27,5","2062,5","626,25"
Venta Stock,01 - FACTURA,F001-0023491,C000107,PINTURAS ECUATORIANAS S.A. PINTUCO,Nacional,A001389,BYK 037 - 180 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,20,KG,1,"2,613","52,26","3,5","3,5",70,"17,74"
Venta Stock,01 - FACTURA,F001-0025363,C000132,SAILORPAINT S.A.,Nacional,A000142,BYK 066N - 155 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,32,KG,1,"10,576","338,432","16,4","16,4","524,8","186,368"
Venta Stock,01 - FACTURA,F001-0025355,C000190,PINTURAS LIDER PINLID CIA. LTDA.,Nacional,A001088,CLAYTONE AF - 20 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,60,KG,1,"5,093","305,58","5,85","5,85",351,"45,42"
Venta Stock,01 - FACTURA,F001-0025353,C000109,PINTURAS UNIDAS S.A.,Nacional,A001088,CLAYTONE AF - 20 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,1840,KG,1,"5,093","9371,12","5,89","5,89","10837,6","1466,48"
Venta Stock,01 - FACTURA,F001-0025352,C000034,ECUABARNICES S.A.,Nacional,A000777,BYK 392 - 25 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,75,KG,1,"19,15","1436,25","27,4","27,4",2055,"618,75"
Venta Stock,01 - FACTURA,F001-0025341,C000194,MINERVA S.A.,Nacional,A000359,NATROSOL 250 H4BR - 22.680 KG,ASHLAND,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,"22,68",KG,1,"8,449","191,62332","11,1","11,1","251,748","60,12468"
Venta Stock,01 - FACTURA,F001-0025331,C000280,FABRICA DE DILUYENTES Y ADHESIVOS DISTHER C.LTDA. DISTHER,Nacional,A000986,RAVEN 3500 POWDER - 11.34 KG,BIRLA CARBON,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,"79,38",KG,1,"14,464","1148,15232","18,9","18,9","1500,282","352,12968"
Venta Stock,01 - FACTURA,F001-0025331,C000280,FABRICA DE DILUYENTES Y ADHESIVOS DISTHER C.LTDA. DISTHER,Nacional,A000893,BYK 337 - 185 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,60,KG,1,"10,635","638,1","16,8","16,8",1008,"369,9"
Venta Stock,01 - FACTURA,F001-0025331,C000280,FABRICA DE DILUYENTES Y ADHESIVOS DISTHER C.LTDA. DISTHER,Nacional,A000164,BYK A555 - 25 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,50,KG,1,"11,154","557,7","17,1","17,1",855,"297,3"
Venta Stock,01 - FACTURA,F001-0025331,C000280,FABRICA DE DILUYENTES Y ADHESIVOS DISTHER C.LTDA. DISTHER,Nacional,A000367,DCC YELLOW 1002 - 25 KG,DCL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,40,600,KG,1,"4,94",2964,"5,49","5,49",3294,330
Venta Stock,01 - FACTURA,F001-0025326,C000109,PINTURAS UNIDAS S.A.,Nacional,A000840,OPTIGEL WA - 25 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,40,725,KG,1,"8,016","5811,6","8,8","8,8",6380,"568,4"
Venta Stock,01 - FACTURA,F001-0025323,C000106,PINTURAS CONDOR S.A,Nacional,A000369,DCC ORANGE 1606 - 25 KG,DCL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,75,KG,1,"6,491","486,825","9,5","9,5","712,5","225,675"
Venta Stock,01 - FACTURA,F001-0025321,C000132,SAILORPAINT S.A.,Nacional,A000367,DCC YELLOW 1002 - 25 KG,DCL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,40,500,KG,1,"4,94",2470,"4,99","4,99",2495,25
