TIPO_VENTA,DOCUMENTO,CORRELATIVO,CODIGO,RAZON_SOCIAL,TIPO_CLIENTE,SKU,ARTICULO,G_PROVEEDOR,ACCTCODEN2,N1,N11,N2,N21,N3,N31,N4,N41,COMERCIAL,ALM,CANT,U#M#,T/C,COSTO,C_TOTAL,P_UNIT,P_TRAS_DESC,V_TOTAL,UTILIDAD
Venta Stock,01 - FACTURA,F001-0022985,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A000360,NATROSOL 250 HBR - 22.680 KG,ASHLAND,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,"136,08",KG,1,"6,259","851,72472","8,4","8,4","1143,072","291,34728"
Venta Stock,01 - FACTURA,F001-0022985,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A001088,CLAYTONE AF - 20 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,260,KG,1,"3,293","856,18","4,47","4,47","1162,2","306,02"
Venta Stock,01 - FACTURA,F001-0022985,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A000954,DCC GREEN 4407 - 25 KG,DCL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,25,KG,1,"10,49","262,25","12,3","12,3","307,5","45,25"
Venta Stock,01 - FACTURA,F001-0022981,C000034,ECUABARNICES S.A.,Nacional,A001157,CERA ACUMIST 1812 - 20 KG,HONEYWELL SA,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,907,520,KG,1,"9,692","5039,84","13,75","13,75",7150,"2110,16"
Venta Stock,01 - FACTURA,F001-0022980,C000024,CIPEQ CIA. LTDA.,Nacional,A000758,BYK 022 - 25 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,25,KG,1,"14,416","360,4","18,99","18,99","474,75","114,35"
Venta Stock,01 - FACTURA,F001-0022951,C000132,SAILORPAINT S.A.,Nacional,A000367,DCC YELLOW 1002 - 25 KG,DCL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,350,KG,1,"4,346","1521,1","4,75","4,75","1662,5","141,4"
Venta Stock,01 - FACTURA,F001-0022951,C000132,SAILORPAINT S.A.,Nacional,A000367,DCC YELLOW 1002 - 25 KG,DCL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,23,KG,1,"4,346","99,958","4,75","4,75","109,25","9,292"
Venta Stock,01 - FACTURA,F001-0022949,C000190,PINTURAS LIDER PINLID CIA. LTDA.,Nacional,A001211,L 1015 - 20 KG,SILBERLINE,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,20,KG,1,"4,658","93,16","6,35","6,35",127,"33,84"
Venta Stock,01 - FACTURA,F001-0026917,C000431,SOLUCIONES INTEGRALES PARA SUPERFICIES NEOPINDEC C.A.,Nacional,A000636,BYKETOL OK - 170 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,36,KG,1,"5,349","192,564",14,14,504,"311,436"
Venta Stock,01 - FACTURA,F001-0026913,C000272,ZATOTEK S.A.,Nacional,A001088,CLAYTONE AF - 20 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,600,KG,1,"4,455",2673,"5,85","5,85",3510,837
Venta Stock,01 - FACTURA,F001-0026909,C000060,INDUALCA S.A.,Nacional,A000750,DIOXIDO DE TITANIO KRONOS 2360 - 25 KG,KRONOS,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,50,KG,1,"4,247","212,35","3,3","3,3",165,"-47,35"
Venta Stock,01 - FACTURA,F001-0026898,C000190,PINTURAS LIDER PINLID CIA. LTDA.,Nacional,A001088,CLAYTONE AF - 20 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,80,KG,1,"4,455","356,4","5,85","5,85",468,"111,6"
Venta Stock,01 - FACTURA,F001-0026893,C000431,SOLUCIONES INTEGRALES PARA SUPERFICIES NEOPINDEC C.A.,Nacional,A000142,BYK 066N - 155 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,16,KG,1,"10,888","174,208","17,95","17,95","287,2","112,992"
Venta Stock,01 - FACTURA,F001-0026890,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A000142,BYK 066N - 155 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,16,KG,1,"10,889","174,224","18,9","18,9","302,4","128,176"
Venta Stock,01 - FACTURA,F001-0026887,C000107,PINTURAS ECUATORIANAS S.A. PINTUCO,Nacional,A001225,CLAYTONE APA - 12.5 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,40,25,KG,1,"5,175","129,375","6,85","6,85","171,25","41,875"
Venta Stock,01 - FACTURA,F001-0026885,C000369,CHEMMASTER C. LTDA.,Nacional,A000369,DCC ORANGE 1606 - 25 KG,DCL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,25,KG,1,"6,491","162,275","8,95","8,95","223,75","61,475"
Venta Stock,01 - FACTURA,F001-0026885,C000369,CHEMMASTER C. LTDA.,Nacional,A000956,DCC YELLOW 1077 - 25 KG,DCL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,25,KG,1,"3,939","98,475","5,2","5,2",130,"31,525"
Venta Stock,01 - FACTURA,F001-0026885,C000369,CHEMMASTER C. LTDA.,Nacional,A001504,SINCOL PR 170 3128-001 - 25 KG,SINCOL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,25,KG,1,"10,869","271,725","14,5","14,5","362,5","90,775"
Venta Stock,01 - FACTURA,F001-0026875,C000065,INDUSTRIA METAL QUIMICA GALVANO MFP CIA. LTDA.,Nacional,A001260,RAVEN L POWDER - 10 KG,BIRLA CARBON,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,50,KG,1,"4,678","233,9","5,25","5,25","262,5","28,6"
Venta Stock,01 - FACTURA,F001-0026874,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A000360,NATROSOL 250 HBR - 22.680 KG,ASHLAND,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,"45,36",KG,1,"6,514","295,47504","8,65","8,65","392,364","96,88896"
Venta Stock,01 - FACTURA,F001-0026874,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A001088,CLAYTONE AF - 20 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,40,KG,1,"4,455","178,2","5,5","5,5",220,"41,8"
Venta Stock,01 - FACTURA,F001-0026872,C000132,SAILORPAINT S.A.,Nacional,A000367,DCC YELLOW 1002 - 25 KG,DCL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,200,KG,1,"4,94",988,"4,99","4,99",998,10
Venta Stock,01 - FACTURA,F001-0026872,C000132,SAILORPAINT S.A.,Nacional,A000367,DCC YELLOW 1002 - 25 KG,DCL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,"23,7",KG,1,"4,94","117,078","4,99","4,99","118,263","1,185"
Venta Stock,01 - FACTURA,F001-0026872,C000132,SAILORPAINT S.A.,Nacional,A000367,DCC YELLOW 1002 - 25 KG,DCL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,40,25,KG,1,"4,94","123,5","4,99","4,99","124,75","1,25"
Venta Stock,01 - FACTURA,F001-0026869,C000272,ZATOTEK S.A.,Nacional,A001382,NATROSOL 250 LR - 25 KG,ASHLAND,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,25,KG,1,"9,183","229,575","11,8","11,8",295,"65,425"
Venta Stock,01 - FACTURA,F001-0026867,C000397,CEGASUPPLY S.A,Nacional,A000029,BYKO CHARTS PANELES NEGROS (PB-5015) - CAJA X 100 UND,BYK INSTRUMENTS,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,1,CJ,1,"231,5","231,5",310,310,310,"78,5"
Venta Stock,01 - FACTURA,F001-0026863,C000132,SAILORPAINT S.A.,Nacional,A001211,L 1015 - 20 KG,SILBERLINE,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,80,KG,1,"4,658","372,64","6,9","6,9",552,"179,36"
Venta Stock,01 - FACTURA,F001-0026863,C000132,SAILORPAINT S.A.,Nacional,A001211,L 1015 - 20 KG,SILBERLINE,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,"19,6",KG,1,"4,658","91,2968","6,9","6,9","135,24","43,9432"
Venta Stock,01 - FACTURA,F001-0026853,C000109,PINTURAS UNIDAS S.A.,Nacional,A000990,GARAMITE 1958 - 10 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,40,370,KG,1,"9,279","3433,23","11,2","11,2",4144,"710,77"
Venta Stock,01 - FACTURA,F001-0026853,C000109,PINTURAS UNIDAS S.A.,Nacional,A000990,GARAMITE 1958 - 10 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,130,KG,1,"9,399","1221,87","11,2","11,2",1456,"234,13"
Venta Stock,01 - FACTURA,F001-0026848,C000340,POLIACRILART CIA. LTDA.,Nacional,A001400,BYK 037 - 185 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,185,KG,1,"2,443","451,955","3,29","3,29","608,65","156,695"
Venta Stock,01 - FACTURA,F001-0026839,C000132,SAILORPAINT S.A.,Nacional,A000182,DISPERBYK 108 - 190 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,190,KG,1,"6,244","1186,36","9,25","9,25","1757,5","571,14"
Venta Stock,01 - FACTURA,F001-0026836,C000095,PINTURAS IMPERIAL CIA. LTDA.,Nacional,A000988,BYKANOL A - 155 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,36,KG,1,"6,079","218,844","11,5","11,5",414,"195,156"
Venta Stock,01 - FACTURA,F001-0026836,C000095,PINTURAS IMPERIAL CIA. LTDA.,Nacional,A001390,DISPERBYK 111 - 18 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,36,KG,1,"26,452","952,272","35,4","35,4","1274,4","322,128"
Venta Stock,01 - FACTURA,F001-0026836,C000095,PINTURAS IMPERIAL CIA. LTDA.,Nacional,A001161,DISPERBYK 2152 - 25 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,50,KG,1,"24,575","1228,75",33,33,1650,"421,25"
Venta Stock,01 - FACTURA,F001-0026827,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A000360,NATROSOL 250 HBR - 22.680 KG,ASHLAND,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,"45,36",KG,1,"6,514","295,47504","8,65","8,65","392,364","96,88896"
Venta Stock,01 - FACTURA,F001-0026827,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A001088,CLAYTONE AF - 20 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,40,KG,1,"4,455","178,2","5,5","5,5",220,"41,8"
Venta Stock,01 - FACTURA,F001-0026827,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A000954,DCC GREEN 4407 - 25 KG,DCL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,25,KG,1,"10,489","262,225","12,9","12,9","322,5","60,275"
Venta Stock,01 - FACTURA,F001-0026827,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A001504,SINCOL PR 170 3128-001 - 25 KG,SINCOL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,25,KG,1,"10,869","271,725","13,99","13,99","349,75","78,025"
Venta Stock,01 - FACTURA,F001-0026822,C000280,FABRICA DE DILUYENTES Y ADHESIVOS DISTHER C.LTDA. DISTHER,Nacional,A000986,RAVEN 3500 POWDER - 11.34 KG,BIRLA CARBON,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,"45,36",KG,1,"14,464","656,08704","18,9","18,9","857,304","201,21696"
Venta Stock,01 - FACTURA,F001-0026822,C000280,FABRICA DE DILUYENTES Y ADHESIVOS DISTHER C.LTDA. DISTHER,Nacional,A000893,BYK 337 - 185 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,20,KG,1,"10,633","212,66","16,8","16,8",336,"123,34"
Venta Stock,01 - FACTURA,F001-0026822,C000280,FABRICA DE DILUYENTES Y ADHESIVOS DISTHER C.LTDA. DISTHER,Nacional,A000952,DCC ORANGE 1625 - 25 KG,DCL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,50,KG,1,"5,309","265,45","6,5","6,5",325,"59,55"
Venta Stock,01 - FACTURA,F001-0026822,C000280,FABRICA DE DILUYENTES Y ADHESIVOS DISTHER C.LTDA. DISTHER,Nacional,A000668,SPARKLE SILVER 3333 AR - 20 KG,SILBERLINE,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,23,KG,1,"21,125","485,875","8,4","8,4","193,2","-292,675"
Venta Stock,01 - FACTURA,F001-0026820,C000962,MUNDOSIDERAL S.A.,Nacional,A000182,DISPERBYK 108 - 190 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,20,KG,1,"6,038","120,76","8,6","8,6",172,"51,24"
Venta Stock,01 - FACTURA,F001-0026817,C000415,"PYXIS INDUSTRIAS, COMERCIO Y REPRESENTACIONES S.A.",Nacional,A000169,BYK P104 - 185 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,20,KG,1,"8,708","174,16","13,9","13,9",278,"103,84"
Venta Stock,01 - FACTURA,F001-0026813,C000340,POLIACRILART CIA. LTDA.,Nacional,A000723,DISPERBYK 191 - 200 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,200,KG,1,"16,956","3391,2","21,8","21,8",4360,"968,8"
Venta Stock,01 - FACTURA,F001-0026807,C000431,SOLUCIONES INTEGRALES PARA SUPERFICIES NEOPINDEC C.A.,Nacional,A000194,DISPERBYK 2155 - 25 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,25,KG,1,"24,592","614,8","32,95","32,95","823,75","208,95"
Venta Stock,01 - FACTURA,F001-0026806,C000272,ZATOTEK S.A.,Nacional,A001088,CLAYTONE AF - 20 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,600,KG,1,"4,455",2673,"5,55","5,55",3330,657
Venta Stock,01 - FACTURA,F001-0026806,C000272,ZATOTEK S.A.,Nacional,A000182,DISPERBYK 108 - 190 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,190,KG,1,"6,244","1186,36","7,7","7,7",1463,"276,64"
Venta Stock,01 - FACTURA,F001-0026781,C000107,PINTURAS ECUATORIANAS S.A. PINTUCO,Nacional,A001225,CLAYTONE APA - 12.5 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,40,50,KG,1,"5,175","258,75","6,85","6,85","342,5","83,75"
Venta Stock,01 - FACTURA,F001-0026780,C000109,PINTURAS UNIDAS S.A.,Nacional,A001088,CLAYTONE AF - 20 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,5000,KG,1,"4,455",22275,"5,65","5,65",28250,5975
Venta Stock,01 - FACTURA,F001-0024803,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A000986,RAVEN 3500 POWDER - 11.34 KG,BIRLA CARBON,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,"22,68",KG,1,"14,464","328,04352",18,18,"408,24","80,19648"
Venta Stock,01 - FACTURA,F001-0024801,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A000750,DIOXIDO DE TITANIO KRONOS 2360 - 25 KG,KRONOS,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,500,KG,1,"4,247","2123,5","4,59","4,59",2295,"171,5"
Venta Stock,01 - FACTURA,F001-0024782,C000190,PINTURAS LIDER PINLID CIA. LTDA.,Nacional,A001088,CLAYTONE AF - 20 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,120,KG,1,"4,196","503,52","5,85","5,85",702,"198,48"
Venta Stock,01 - FACTURA,F001-0024781,C000088,MEGAPINTURAS CIA. LTDA,Nacional,A001056,NATROSOL 250 HHBR - 22.680 KG,ASHLAND,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,"90,72",KG,1,"5,661","513,56592","9,95","9,95","902,664","389,09808"
Venta Stock,01 - FACTURA,F001-0024780,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A000750,DIOXIDO DE TITANIO KRONOS 2360 - 25 KG,KRONOS,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,500,KG,1,"4,247","2123,5","4,59","4,59",2295,"171,5"
Venta Stock,01 - FACTURA,F001-0024775,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A000141,BYK 066N - 20 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,20,KG,1,"12,882","257,64","18,9","18,9",378,"120,36"
Venta Stock,01 - FACTURA,F001-0024775,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A001102,RHEOBYK 410 - 25 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,25,KG,1,"17,829","445,725","25,8","25,8",645,"199,275"
Venta Stock,01 - FACTURA,F001-0024772,C000013,APRODIN,Nacional,A000288,DISPERPLAST 1150 - 195 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,20,KG,1,"11,307","226,14","13,25","13,25",265,"38,86"
Venta Stock,01 - FACTURA,F001-0024769,C000107,PINTURAS ECUATORIANAS S.A. PINTUCO,Nacional,A001225,CLAYTONE APA - 12.5 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,40,200,KG,1,"5,175",1035,"6,85","6,85",1370,335
Venta Stock,01 - FACTURA,F001-0024746,C000034,ECUABARNICES S.A.,Nacional,A001397,BYK 390 - 170 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,907,170,KG,1,"13,12","2230,4","16,99","16,99","2888,3","657,9"
Venta Stock,01 - FACTURA,F001-0024746,C000034,ECUABARNICES S.A.,Nacional,A000168,BYK P104 - 25 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,907,25,KG,1,"8,791","219,775","11,9","11,9","297,5","77,725"
Venta Stock,01 - FACTURA,F001-0024743,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A000750,DIOXIDO DE TITANIO KRONOS 2360 - 25 KG,KRONOS,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,500,KG,1,"4,247","2123,5","4,59","4,59",2295,"171,5"
Venta Stock,01 - FACTURA,F001-0024742,C000109,PINTURAS UNIDAS S.A.,Nacional,A000359,NATROSOL 250 H4BR - 22.680 KG,ASHLAND,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,40,"793,8",KG,1,"9,324","7401,3912","10,45","10,45","8295,21","893,8188"
Venta Stock,01 - FACTURA,F001-0024733,C000060,INDUALCA S.A.,Nacional,A001056,NATROSOL 250 HHBR - 22.680 KG,ASHLAND,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,"136,08",KG,1,"5,661","770,34888","9,9","9,9","1347,192","576,84312"
Venta Stock,01 - FACTURA,F001-0024724,C000088,MEGAPINTURAS CIA. LTDA,Nacional,A001088,CLAYTONE AF - 20 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,20,KG,1,"4,196","83,92","5,9","5,9",118,"34,08"
Venta Stock,01 - FACTURA,F001-0024723,C000095,PINTURAS IMPERIAL CIA. LTDA.,Nacional,A000146,BYK 300 - 180 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,60,KG,1,"11,413","684,78","18,94","18,94","1136,4","451,62"
Venta Stock,01 - FACTURA,F001-0024723,C000095,PINTURAS IMPERIAL CIA. LTDA.,Nacional,A000169,BYK P104 - 185 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,40,KG,1,"8,398","335,92","14,2","14,2",568,"232,08"
Venta Stock,01 - FACTURA,F001-0024723,C000095,PINTURAS IMPERIAL CIA. LTDA.,Nacional,A000988,BYKANOL A - 155 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,155,KG,1,"6,103","945,965","11,5","11,5","1782,5","836,535"
Venta Stock,01 - FACTURA,F001-0024721,C000543,CROMAUTO S.C.C.,Nacional,A001390,DISPERBYK 111 - 18 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,18,KG,1,"26,452","476,136","34,5","34,5",621,"144,864"
Venta Stock,01 - FACTURA,F001-0024721,C000543,CROMAUTO S.C.C.,Nacional,A001102,RHEOBYK 410 - 25 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,25,KG,1,"17,829","445,725","32,9","32,9","822,5","376,775"
Venta Stock,01 - FACTURA,F001-0022932,C000107,PINTURAS ECUATORIANAS S.A. PINTUCO,Nacional,A001225,CLAYTONE APA - 12.5 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,50,KG,1,"5,154","257,7","6,41","6,41","320,5","62,8"
Venta Stock,01 - FACTURA,F001-0022930,C000060,INDUALCA S.A.,Nacional,A000198,L 1653 - 20 KG,SILBERLINE,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,20,KG,1,"19,007","380,14","26,6","26,6",532,"151,86"
Venta Stock,01 - FACTURA,F001-0022920,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A001078,DCC RED 6005 -20 KG,DCL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,20,KG,1,"14,156","283,12","19,2","19,2",384,"100,88"
